,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,label_ch1,taxid_ch1,scan_protocol,description,data_processing,platform_id,supplementary_file,data_row_count,characteristics_ch1.1,characteristics_ch1.2,supplementary_file.1,Genotype:ch1,Growth condition:ch1,Medium:ch1,characteristics_ch1.3,treatment_protocol_ch1,Time:ch1,description.1,contact_laboratory,genotype:ch1,growth condition:ch1,medium:ch1,time:ch1,growth medium:ch1,strain:ch1,treatment group:ch1,characteristics_ch1.4,genotype/variation:ch1,phase:ch1,treatment:ch1,host plant:ch1,infected with:ch1,time point:ch1,tissue:ch1,contact_web_link,Induction time:ch1
GSM556957,110spc4 VMM stationary phase 3,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum wild-type strain grown in VMM until stationary phase,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown aerobically in VMM to stationary phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556957/suppl/GSM556957.CEL.gz,18968,genotype/variation: wild type,"growth condition: aerobic, stationary",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556957/suppl/GSM556957.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, stationary",VMM,,,110spc4,,phase: stationary,wild type,stationary,,,,,,,
GSM556958,6498 VMM stationary phase 1,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum blr1880 mutant grown in VMM until stationary phase,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum blr1880 mutant grown aerobically in VMM to stationary phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556958/suppl/GSM556958.CEL.gz,18968,genotype/variation: blr1880 mutant,"growth condition: aerobic, stationary",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556958/suppl/GSM556958.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, stationary",VMM,,,6498,,phase: stationary,blr1880 mutant,stationary,,,,,,,
GSM556959,6498 VMM stationary phase 2,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum blr1880 mutant grown in VMM until stationary phase,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum blr1880 mutant grown aerobically in VMM to stationary phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556959/suppl/GSM556959.CEL.gz,18968,genotype/variation: blr1880 mutant,"growth condition: aerobic, stationary",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556959/suppl/GSM556959.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, stationary",VMM,,,6498,,phase: stationary,blr1880 mutant,stationary,,,,,,,
GSM556960,6498 VMM stationary phase 3,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum blr1880 mutant grown in VMM until stationary phase,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum blr1880 mutant grown aerobically in VMM to stationary phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556960/suppl/GSM556960.CEL.gz,18968,genotype/variation: blr1880 mutant,"growth condition: aerobic, stationary",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556960/suppl/GSM556960.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, stationary",VMM,,,6498,,phase: stationary,blr1880 mutant,stationary,,,,,,,
GSM556961,110spc4 VMM exponential phase 1,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum wild-type strain grown in VMM until exponential phase,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown aerobically in VMM to exponential phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556961/suppl/GSM556961.CEL.gz,18968,genotype/variation: wild type,"growth condition: aerobic, exponential",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556961/suppl/GSM556961.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, exponential",VMM,,,110spc4,,phase: exponential,wild type,exponential,,,,,,,
GSM556962,110spc4 VMM exponential phase 2,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum wild-type strain grown in VMM until exponential phase,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown aerobically in VMM to exponential phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556962/suppl/GSM556962.CEL.gz,18968,genotype/variation: wild type,"growth condition: aerobic, exponential",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556962/suppl/GSM556962.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, exponential",VMM,,,110spc4,,phase: exponential,wild type,exponential,,,,,,,
GSM556963,110spc4 VMM exponential phase 3,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum wild-type strain grown in VMM until exponential phase,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown aerobically in VMM to exponential phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556963/suppl/GSM556963.CEL.gz,18968,genotype/variation: wild type,"growth condition: aerobic, exponential",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556963/suppl/GSM556963.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, exponential",VMM,,,110spc4,,phase: exponential,wild type,exponential,,,,,,,
GSM556964,110spc4 VMM exponential phase 4,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum wild-type strain grown in VMM until exponential phase,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown aerobically in VMM to exponential phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556964/suppl/GSM556964.CEL.gz,18968,genotype/variation: wild type,"growth condition: aerobic, exponential",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556964/suppl/GSM556964.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, exponential",VMM,,,110spc4,,phase: exponential,wild type,exponential,,,,,,,
GSM556965,6498 VMM  exponential phase 1,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum blr1880 mutant grown in VMM until exponential phase,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum blr1880 mutant grown aerobically in VMM to exponential phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556965/suppl/GSM556965.CEL.gz,18968,genotype/variation: blr1880 mutant,"growth condition: aerobic, exponential",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556965/suppl/GSM556965.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, exponential",VMM,,,6498,,phase: exponential,blr1880 mutant,exponential,,,,,,,
GSM556966,6498 VMM exponential phase 2,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum blr1880 mutant grown in VMM until exponential phase,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum blr1880 mutant grown aerobically in VMM to exponential phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556966/suppl/GSM556966.CEL.gz,18968,genotype/variation: blr1880 mutant,"growth condition: aerobic, exponential",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556966/suppl/GSM556966.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, exponential",VMM,,,6498,,phase: exponential,blr1880 mutant,exponential,,,,,,,
GSM556967,6498 VMM exponential phase 3,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum blr1880 mutant grown in VMM until exponential phase,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum blr1880 mutant grown aerobically in VMM to exponential phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556967/suppl/GSM556967.CEL.gz,18968,genotype/variation: blr1880 mutant,"growth condition: aerobic, exponential",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556967/suppl/GSM556967.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, exponential",VMM,,,6498,,phase: exponential,blr1880 mutant,exponential,,,,,,,
